id	preposition index	preposition	hyp governor index	hyp governor	gold governor index	gold governor	sentence
16626851_2	9	outside of	5	sitting	5	sitting	A group of people are sitting on the grass outside of a rustic building .
16630920_3	2	on	1	sitting	1	sitting	Man sitting on a bench drink from a mug surrounded by rugs .
16630920_2	4	on	3	sitting	3	sitting	A man is sitting on a bench with a cup of coffee looking at the hanging rugs .
16630920_2	7	with	3	sitting	3	sitting	A man is sitting on a bench with a cup of coffee looking at the hanging rugs .
16630920_3	6	from	5	drink	1	sitting	Man sitting on a bench drink from a mug surrounded by rugs .
16630920_1	9	from	6	enjoys	8	drink	A man selling colorfully patterned rugs enjoys a drink from a coffee cup on a sunny day .
16653104_1	12	up	11	blow	11	blow	Teenager about to hit a baseball on the ground with a blow up plastic hammer .
16653104_1	9	with	3	hit	3	hit	Teenager about to hit a baseball on the ground with a blow up plastic hammer .
16793868_1	2	in	1	man	1	man	A man in a Las Vegas t-shirt smiles while meat is being cooked on a grill in the background .
16806669_4	2	through	1	looks	1	looks	Man looks through light microscope at a glass slide .
16806669_1	3	through	2	looks	2	looks	A boy looks through a microscope with papers beside him on the desk .
16988097_3	16	near	13	talk	15	cellphones	A bicyclist in a helmet and a man in a business suit both talk on cellphones near a fountain .
16988097_1	7	by	6	sitting	6	sitting	Man in dark business suit , sitting by a marble water fountain , wearing eyeglasses and talking on his cellphone with newspaper on his lap .
16988097_3	8	in	7	man	4	helmet	A bicyclist in a helmet and a man in a business suit both talk on cellphones near a fountain .
17266976_3	3	next to	2	standing	2	standing	Men are standing next to a pallet of goods near a boat .
17266976_3	8	near	2	standing	5	pallet	Men are standing next to a pallet of goods near a boat .
17273391_2	3	by	2	fishes	2	fishes	A man fishes by a tree in the morning mist .
17396786_2	9	in	8	woman	1	man	A man in a red shirt and a woman in a colorful shirt and sitting outside .
17484203_3	15	under	14	crawling	14	crawling	A man in a blue shirt sits on a blue blanket with a snake crawling under his leg .
17484203_3	2	in	1	man	1	man	A man in a blue shirt sits on a blue blanket with a snake crawling under his leg .
17484203_3	7	on	6	sits	6	sits	A man in a blue shirt sits on a blue blanket with a snake crawling under his leg .
18056405_3	10	for	5	waits	9	umbrella	A man in the subway waits with his wet umbrella for the next train .
18171073_1	11	in	10	woman	10	woman	A woman in a blue shirt is laughing with a woman in a black shirt outside , as people are sitting and standing all around them .
18171073_1	2	in	1	woman	1	woman	A woman in a blue shirt is laughing with a woman in a black shirt outside , as people are sitting and standing all around them .
18378347_4	2	in	1	woman	1	woman	A woman in a blue top walks through a carnival .
18378347_4	7	through	6	walks	1	woman	A woman in a blue top walks through a carnival .
18498385_1	11	against	10	leans	10	leans	In a mountain landscape , a person dressed in black leans against a fence and looks downward .
18638574_3	4	from	2	boys	2	boys	Two little boys , from the waist up , in a martial arts match , one delivering a punch and the other blocking .
18638962_1	15	around	14	sitting	14	sitting	Young boys and girls practice martial arts while being graded by peers and teachers sitting around the mats in a dojo .
18638962_1	18	in	14	sitting	14	sitting	Young boys and girls practice martial arts while being graded by peers and teachers sitting around the mats in a dojo .
18865365_1	20	near	17	leaning	19	something	A middle-aged African-American man wearing a baseball cap and an unbuttoned blue and white plaid shirt was leaning on something near a street .
19023618_5	6	by	5	cleaned	5	cleaned	A city street is being cleaned by a man in a green vehicle .
19212715_1	3	in the middle of	2	kayaks	2	kayaks	A person kayaks in the middle of the ocean on a gray day .
19212715_2	5	over	2	rows	4	boat	A person rows a boat over a large body of water .
19245206_2	10	in	9	woman	9	woman	A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard .
19245206_2	2	in	1	man	1	man	A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard .
19245206_1	5	in	1	man	1	man	A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades .
19245206_3	10	for	6	holds	9	clipboard	A man in a green shirt holds out a clipboard for a woman in pink ' s attention .
19581538_1	15	along	6	walks	14	shirt	An older man in gray khakis walks with a young boy in a green shirt along the edge of a fountain in a park .
19610188_2	9	from	3	gets	8	mouth	A young lady gets a kiss on the mouth from her pet dog .
19663315_1	13	for	12	waiting	12	waiting	A group of people with unhappy faces are gathered together most likely waiting for someone or listening to someone speak .
19663663_1	12	around	3	sit	11	building	Four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .
19663663_1	9	near	8	deck	8	deck	Four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .
19786858_3	22	with	21	stroller	19	pushing	Two people are sitting outside , as a group of people on bikes stand behind them and a woman pushing a stroller with a child in it stands beside them .
19786858_1	28	with	27	woman	19	guys	There is a man and a woman sitting on lawn chairs next to a skate park with a group of guys on bicycles in the background and a woman with a child in a stroller on the side of the picture .
19786858_1	15	with	7	sitting	14	park	There is a man and a woman sitting on lawn chairs next to a skate park with a group of guys on bicycles in the background and a woman with a child in a stroller on the side of the picture .
19786858_1	11	next to	7	sitting	7	sitting	There is a man and a woman sitting on lawn chairs next to a skate park with a group of guys on bicycles in the background and a woman with a child in a stroller on the side of the picture .
19786861_4	6	in front of	2	sits	2	sits	A person sits on the ground in front of a child wearing blue .
19787273_3	2	with	1	woman	1	woman	A woman with a box of candy standing with a man who is holding some of the candy .
19787273_4	3	into	2	reaches	2	reaches	A woman reaches into a box of candy while a man stands nearby .
19788552_2	12	in	11	woman	6	planing	A band of all women are planing on stage and a woman in a black shirt is watching them and listening .
19788552_1	6	on	4	plays	4	plays	A band of women plays music on a brightly-bannered stage as a lone young woman with brown hair looks on .
19796500_5	12	in	11	man	5	tossed	A joyous young boy is tossed in the air by a man in a black t-shirt .
19796500_2	2	in	1	man	1	man	A man in a blue shirt is looking up at a child with a red striped shirt and blue jeans .
19796500_3	2	in	1	man	1	man	A man in a black shirt is throwing a child in a red shirt and jeans in the air .
19796500_5	9	by	5	tossed	5	tossed	A joyous young boy is tossed in the air by a man in a black t-shirt .
19796500_2	9	at	7	looking	7	looking	A man in a blue shirt is looking up at a child with a red striped shirt and blue jeans .
19810652_3	5	at	4	stands	1	group	A group of people stands at a busy intersection of a city on a rainy day .
19810652_2	11	next to	5	looking	5	looking	People on a street corner looking up at an unknown object next to a man in a wheelchair .
20354191_3	5	with	2	barbecues	2	barbecues	A man barbecues meat outdoors with a forest in the background .
20450474_1	11	with	10	man	10	man	A young man flashes the peace sign to an older man with a bald spot in the backseat of a van .
20702864_3	6	near	3	using	3	using	Two men are using a jackhammer near a drain on a sidewalk .
20804307_3	2	in	1	man	1	man	A man in a blue shirt with his hand in his pocket .
20805896_4	8	under	3	sitting	7	chair	Two men are sitting on a papasan chair under the covers .
20999014_4	10	for	9	jumping	9	jumping	There is a guy on a sidewalk in winter jumping for joy ! .
21166859_5	5	for	2	playing	4	stage	a band playing on stage for a crowd .
21166859_1	9	in front of	5	performing	5	performing	A group of musicians are performing on a stage in front of a crowd .
21167868_1	10	into	9	singing	9	singing	Two men are playing guitars and one man is singing into a microphone on a stage with the spotlight on them .
21214696_2	3	in	2	are	2	are	Two boys are in a canoe on a very calm ocean or large lake , while behind them is a larger motor boat with an adult standing on the deck .
21214696_4	3	in	2	men	2	men	Two young men in a boat heading away from a larger boat with a single man on it .
21214696_4	7	away from	6	heading	6	heading	Two young men in a boat heading away from a larger boat with a single man on it .
21514026_1	19	behind	16	holding	18	arms	A lady in a long black dress is standing in a room with tables and chairs holding her arms behind her back .
21687074_2	9	in	1	woman	1	woman	A woman in a yellow bikini top and sunglasses in a crowd of people on a boardwalk .
21687074_2	14	on	1	woman	1	woman	A woman in a yellow bikini top and sunglasses in a crowd of people on a boardwalk .
21688595_2	6	around	5	gathered	5	gathered	A lot of people are gathered around a couple of people who are dressed in costumes .
